id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl,name_tran,time_tran,creator_tran,level_tran,placeOfOrigin_tran,museum_tran,type_tran,size_tran,material_tran,description_tran
390,"scales, balance",Pre 1930,null,null,null,Auckland Museum,null,310mm; ,ivory/dentin/bone/AAT Materials; brass (alloy)/copper alloy/nonferrous metal/metal/inorganic material/AAT Materials; bamboo/grass/plant material/AAT Materials,"Chinese balance scales in container; a length of fine ivory engraved along its length with three measuring scales. At one end is tied a brass saucer by three threads, spaced from this are three pivot points represented by short lengths of thread with red & green tassels. A small brass weight is suspended by a looped thread over the ivory stick. The scales are contained in a spade shaped bamboo case, hinged at the tip with a brass pin. A woven bamboo ring slides on the handle of the case to lock it closed.; stamped on the brass saucer: CHINA; paper deal on the outside of case: CHINA; a red paper decal inside the case has printed Chinese characters in black",https://www.aucklandmuseum.com/discover/collections/record/59359?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/428001/02b25c1f2640cd20090faacb1fb2b4542ef16af3.jpg,天平，平衡,1930年以前,无,无,无,奥克兰博物馆,无,310毫米；,象牙/牙本质/骨骼/AAT材料；黄铜（合金）/铜合金/有色金属/金属/无机材料/AAT材料；竹/草/植物材料/AAT材料,集装箱中的中国天平；一段用三个量尺沿其长度雕刻的精美象牙。一端用三根线绑着一个黄铜茶托，与之隔开的是三个枢轴点，用红色和绿色流苏的短线表示。一个小的黄铜砝码被一根环状的线挂在象牙棒上。天平装在一个铲形的竹制盒子里，顶端用黄铜销钉铰接。一个编织的竹环在箱子的把手上滑动，将箱子锁上。；黄铜茶托上印着：中国；论文处理的外部案例：中国；盒子里的一个红色贴纸上印着黑色的汉字
391,flag,Pre 1900,null,null,null,Auckland Museum,null,1854mm; ,null,"Chinese Silk Flag, Boxer Rebellion, 1900; Taken by Pte J Mills Royal Marines Light Infantry.",https://www.aucklandmuseum.com/discover/collections/record/694956?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/45182/52b4a8efb44c47b1b06d6eb8062abc81a8eccbb7.jpg,旗帜,1900年以前,无,无,无,奥克兰博物馆,无,1854毫米；,无,《中国丝绸之旗》，义和团，1900年；由Pte J Mills皇家海军陆战队轻步兵拍摄。
394,"[Chinese passenger plane, Tibet]",1981,null,Grandchild,null,Auckland Museum,null,null,acetate film/film (material)/AAT Materials,null,https://www.aucklandmuseum.com/discover/collections/record/1050594?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/519190/e08dae0379bcf1fd07cca9bb4cd6b1fec126f602.jpg,[中国客机，西藏],1981,无,孙子,无,奥克兰博物馆,无,无,醋酸酯薄膜/薄膜（材料）/AAT材料,无
410,"[Chinese passenger plane, Tibet]",1981,null,Grandchild,null,Auckland Museum,null,null,acetate film/film (material)/AAT Materials,null,https://www.aucklandmuseum.com/discover/collections/record/1050594?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/519190/e08dae0379bcf1fd07cca9bb4cd6b1fec126f602.jpg,[中国客机，西藏],1981,无,孙子,无,奥克兰博物馆,无,无,醋酸酯薄膜/薄膜（材料）/AAT材料,无
415,"Representatives at the New Zealand Chinese National Salvation Conference held in Wellington, 1937.",1937,null,Child,null,Auckland Museum,null,null,paper (fiber product)/AAT Materials; mounting board/cardboard/pasteboard/paper (fiber product)/AAT Materials,Group portrait showing the Wellington conference on relief for China resulting from the 1937 invasion by Japan.,https://www.aucklandmuseum.com/discover/collections/record/1098065?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/574552/3131b4bf4e25d70fe6496e86a4d18fd410c902f5.jpg,1937年在惠灵顿举行的新西兰华人救国大会代表。,1937,无,小孩,无,奥克兰博物馆,无,无,纸（纤维产品）/AAT材料；安装板/纸板/粘贴板/纸（纤维制品）/AAT材料,展示1937年日本入侵中国后惠灵顿赈灾会议的群像。
434,"medal, miniature",[1912],null,medal,null,Auckland Museum,null,35 x 20mm; ,sterling silver/silver alloy/nonferrous metal/metal/inorganic material/AAT Materials; enamel/coating (material)/AAT Materials,"Chinese Order of the Striped Tiger : The Order Of Wen Hu (3rd class) (miniature);   silver gilt and enamel; central medallion with striped tiger on blue ground in enamel laid on silver gilt rays with enamelled rays behind;; enamelled rays are in the colours of the Chinese Republic - red, yellow, blue, white and black (representing the five ethnic groups of China); a single gilt star on upper metal rays; reverse: plain; suspension: fixed loop with ornate suspension ring with green enamelled wreath and red ribbon",https://www.aucklandmuseum.com/discover/collections/record/806922?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/73297/968964ca0ca1d3db2911e0c68281af4c2e4c0fc0.jpg,奖牌，微型,[1912],无,奖章,无,奥克兰博物馆,无,35 x 20毫米；,纯银/银合金/有色金属/金属/无机材料/AAT材料；搪瓷/涂层（材料）/AAT材料,中国条纹虎勋章：文虎勋章（三等）（微型）；镀银和搪瓷；中央饰有条纹虎的珐琅蓝底奖章，镶嵌在镀银射线上，后面有珐琅射线；；珐琅是中华民国的颜色——红、黄、蓝、白、黑（代表中国的五个民族）；上层金属射线上的一颗镀金恒星；反面：平纹；悬挂：带有华丽悬挂环的固定环，带有绿色搪瓷花环和红丝带
435,"jar, lidded",19th Century,null,null,null,Auckland Museum,null,46mm; ,porcelain/ceramic/inorganic material/AAT Materials; enamel/coating (material)/AAT Materials,"jar, lidded, porcelain, overglaze enamels. ""Small jar with ""Chinoiserie [Chinese manner] flower and butterfly decoration in over glaze polychrome enamels. Identified by Geoff Perkins, April 1994""",https://www.aucklandmuseum.com/discover/collections/record/375?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/159640/9d862138aaa6a0af1ca1fda52b78ce43fcbba2ce.jpg,带盖罐子,十九世纪,无,无,无,奥克兰博物馆,无,46毫米；,陶瓷/陶瓷/无机材料/AAT材料；搪瓷/涂层（材料）/AAT材料,罐，有盖，瓷器，釉上搪瓷。“小缸”，釉上彩釉，带有中国风格的花朵和蝴蝶装饰。由Geoff Perkins鉴定，1994年4月”
436,flag,Pre 1900,null,null,null,Auckland Museum,null,1092mm; ,null,"Chinese flag removed from Peking Palace during Boxer Uprising, 1900; yellow flag with blue dragon and red sun",https://www.aucklandmuseum.com/discover/collections/record/694967?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/45239/e3765c7b5a61deb0b5537f8ca5d144e33812644e.jpg,旗帜,1900年以前,无,无,无,奥克兰博物馆,无,1092毫米；,无,1900年义和团起义时从北京宫撤下的中国国旗；一面黄旗，上面有蓝色的龙和红色的太阳
437,"jar, lidded",19th Century,null,null,null,Auckland Museum,null,57mm; ,porcelain/ceramic/inorganic material/AAT Materials; enamel/coating (material)/AAT Materials,"jar, lidded, porcelain, overglaze enamels. ""Small lidded jar, the surface covered in Chinoiserie [Chinese manner] flowers and butterflies in over glaze polychrome enamels. Identified by Geoff Perkins, April 1994""",https://www.aucklandmuseum.com/discover/collections/record/7530?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/185547/bbbd02e8f602be0f36d0a604b52e9169632f1419.jpg,带盖罐子,十九世纪,无,无,无,奥克兰博物馆,无,57毫米；,陶瓷/陶瓷/无机材料/AAT材料；搪瓷/涂层（材料）/AAT材料,罐，有盖，瓷器，釉上搪瓷。“带盖的小罐子，表面覆盖着中国风格的花朵和彩釉上的蝴蝶。由杰夫·帕金斯鉴定，1994年4月”
441,plate,Circa 1755,null,null,null,Auckland Museum,null,220mm; ,soft paste porcelain/porcelain/ceramic/inorganic material/AAT Materials,"plate, circular, soft paste porcelain, decorated with a central bunch of flowers and flowers around rim in famille rose style. ""Flat rim""",https://www.aucklandmuseum.com/discover/collections/record/9877?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/143320/2e5e60aa6e68d82668077de776f3f18e0864faad.jpg,盘子,约1755年,无,无,无,奥克兰博物馆,无,220毫米；,软瓷/瓷/陶瓷/无机材料/AAT材料,盘子，圆形，软质瓷，中央饰有一束花，边缘饰有家庭玫瑰风格的花朵。“平轮辋”
459,State & Lyric.  Now Chinese Hall.,null,null,Single Item,null,Auckland Museum,null,null,null,null,https://www.aucklandmuseum.com/discover/collections/record/1076972?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/548273/90890942a5229f3c573a42d22c970338a74fa249.jpg,State&Lyric。现在是中国会馆。,无,无,单个项目,无,奥克兰博物馆,无,无,无,无
460,"box, lidded",1862-1874,null,null,null,Auckland Museum,null,70mm; ,porcelain/ceramic/inorganic material/AAT Materials,"box, lidded, cylindrical porcelain box lidded white ground with two Chinese figures on box and one on lid with panels of Chinese calligraphy",https://www.aucklandmuseum.com/discover/collections/record/12848?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/113613/f8bff2eff516a49d0a12923b4031f2198345f1ba.jpg,带盖盒子,1862-1874,无,无,无,奥克兰博物馆,无,70mm；,陶瓷/陶瓷/无机材料/AAT材料,有盖圆柱形瓷盒，有盖白底，盒上有两个中国人物，盖上有一个中国书法板
463,"pipe, opium",Pre 1930s,null,null,null,Auckland Museum,null,400mm; ,ceramic/inorganic material/AAT Materials; bamboo/grass/plant material/AAT Materials,"Chinese opium pipe seized by Auckland Police during a raid on a Chinese opium den circa 1930s; opium pipe comprising pipe and ceramic burner; wooden pipe possibly bamboo with ivory or bone mouthpiece and plated brass pipe fitting (both loose), ceramic burner decorated with hand painted flowers with metal rim that fits into the pipe",https://www.aucklandmuseum.com/discover/collections/record/59355?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/427994/a2eb5e01aad44ebad7e08b9b3834545f875e1b45.jpg,鸦片管,20世纪30年代以前,无,无,无,奥克兰博物馆,无,400mm；,陶瓷/无机材料/AAT材料；竹/草/植物材料/AAT材料,大约在20世纪30年代，奥克兰警方在突袭一个中国鸦片窝点时缴获了中国鸦片管；鸦片管，包括管和陶瓷燃烧器；木制管道，可能是竹子，带有象牙或骨头的吹口和电镀黄铜管道配件（均为松散的），陶瓷燃烧器，装饰有手绘花朵，金属边缘适合管道
464,saucer,1736-1795,null,null,null,Auckland Museum,null,25mm; ,porcelain/ceramic/inorganic material/AAT Materials; enamel paint/paint/coating (material)/AAT Materials,saucer; Made from porcelain and enamel paint. The saucer is circular with slightly raised sides and sits on a short foot. One side of the plate has been chipped and had repairs. The saucer is decorated with a hand painted famille rose decoration. The central design is of pink chrysanthemum flowers in vase next to a plate with buddha's hand citrus inside. Around the edges are pink and blue geometric designs broken up with pink flowers,https://www.aucklandmuseum.com/discover/collections/record/8169?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/192077/52ac02ff5fdd20e62b4d726b1ecaa7cbe1f53650.jpg,茶碟,1736-1795,无,无,无,奥克兰博物馆,无,25mm；,陶瓷/陶瓷/无机材料/AAT材料；瓷漆/油漆/涂层（材料）/AAT材料,茶碟由瓷器和瓷漆制成。茶托是圆形的，侧面略微凸起，放在一只短脚上。盘子的一侧有缺口，需要修理。茶托上装饰着手绘的家庭玫瑰装饰。中心的设计是粉红色的菊花在花瓶旁边的一个盘子，里面有佛手柑。边缘是粉红色和蓝色的几何图案，中间点缀着粉红色的花朵
465,Scales,null,null,null,null,Auckland Museum,null,355mm; ,wood/plant material/AAT Materials; bone/AAT Materials; steel/iron alloy/metal/inorganic material/AAT Materials; string (fiber product)/cord (fiber product)/AAT Materials,"Encased Chinese scale set. Chinese scale set consisting of a circular steel tray, metal weight, suspension strings and a beam which is made from bone or tooth and has carved graduations along its length. This complete set is stored inside a specially made wooden case shaped like a violin and a handle that tapers in towards the base. The case is halved and space inside hollowed out to fit the different scale components. The narrow base of the case has a cylindrical metal part inserted right through both halves that acts a hinge so the two halves of the case can slide open and closed. The case is further secured with ring that has been woven from a thick fibre, it slides up the handle until it is tight around the thicker part of the handle, thus holding the two halves together. These scales would have been used to weigh small scale items such as powders, herbs etc. These scales and others like it would have come to Samoa through the waves of Chinese settlers and indentured labourers in the mid 18th century to the mid 19th century.",https://www.aucklandmuseum.com/discover/collections/record/507823?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/357440/0f9b44567560a889f95929a86ca5eb4613ff34a4.jpg,规模,无,无,无,无,奥克兰博物馆,无,355毫米；,木材/植物材料/AAT材料；骨/AAT材料；钢/铁合金/金属/无机材料/AAT材料；细绳（纤维制品）/绳索（纤维制品,附中文刻度盘。中国的磅秤由一个圆形钢托盘、金属砝码、吊绳和一根由骨头或牙齿制成的横梁组成，横梁上有刻度。这套套装存放在一个特制的木箱内，木箱形状像小提琴，把手朝底座逐渐变细。表壳被减半，内部空间被挖空，以适应不同比例的组件。外壳的狭窄底座有一个圆柱形金属部件，正好插入两半，充当铰链，使外壳的两半可以滑动打开和关闭。表壳进一步用厚纤维编织的环固定，它沿着手柄向上滑动，直到紧紧围绕手柄的较厚部分，从而将两半固定在一起。这些磅秤将用于称量粉末、草药等小规模物品。这些磅秤和其他类似的磅秤将在18世纪中期至19世纪中期通过中国定居者和契约劳工的浪潮来到萨摩亚。
466,Scales,null,null,null,null,Auckland Museum,null,385mm; ,wood/plant material/AAT Materials; bone/AAT Materials; steel/iron alloy/metal/inorganic material/AAT Materials; string (fiber product)/cord (fiber product)/AAT Materials,"Encased Chinese scale set. Chinese scale set consisting of a circular steel tray, metal weight, suspension strings and a beam which is made from bone or tooth and has carved graduations along its length. This complete set is stored inside a specially made wooden case shaped like a violin and a handle that tapers in towards the base. The case is halved and space inside hollowed out to fit the different scale components. The narrow base of the case has a cylindrical metal part inserted right through both halves that acts a hinge so the two halves of the case can slide open and closed. The case is further secured with ring that has been woven from a thick fibre, it slides up the handle until it is tight around the thicker part of the handle, thus holding the two halves together. These scales would have been used to weigh small scale items such as powders, herbs etc. These scales and others like it would have come to Samoa through the waves of Chinese settlers and indentured labourers in the mid 18th century to the mid 19th century.",https://www.aucklandmuseum.com/discover/collections/record/507822?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/357477/b4ce8dbdb344b8770427e73d16a9ab9127fbfb61.jpg,规模,无,无,无,无,奥克兰博物馆,无,385毫米；,木材/植物材料/AAT材料；骨/AAT材料；钢/铁合金/金属/无机材料/AAT材料；细绳（纤维制品）/绳索（纤维制品,附中文刻度盘。中国的磅秤由一个圆形钢托盘、金属砝码、吊绳和一根由骨头或牙齿制成的横梁组成，横梁上有刻度。这套套装存放在一个特制的木箱内，木箱形状像小提琴，把手朝底座逐渐变细。表壳被减半，内部空间被挖空，以适应不同比例的组件。外壳的狭窄底座有一个圆柱形金属部件，正好插入两半，充当铰链，使外壳的两半可以滑动打开和关闭。表壳进一步用厚纤维编织的环固定，它沿着手柄向上滑动，直到紧紧围绕手柄的较厚部分，从而将两半固定在一起。这些磅秤将用于称量粉末、草药等小规模物品。这些磅秤和其他类似的磅秤将在18世纪中期至19世纪中期通过中国定居者和契约劳工的浪潮来到萨摩亚。
